x,treatment,y
0.30471707975443135,1,1.6790993132189271
-1.0399841062404955,1,1.037183831982997
0.7504511958064572,1,1.5111024727611506
0.9405647163912139,1,3.0663033058473297
-1.9510351886538364,1,-1.4527663770654733
-1.302179506862318,0,-1.0354045431275862
0.12784040316728537,1,3.9499460491296605
-0.3162425923435822,1,1.2200856687504094
-0.016801157504288795,1,2.669773580602742
-0.85304392757358,0,-0.5909149638856559
0.8793979748628286,1,2.5342954752200595
0.7777919354289483,1,1.8154503539504672
0.06603069756121605,1,1.1324169768847683
1.1272412069680329,0,0.1223105688490067
0.4675093422520456,1,2.05430883275919
-0.8592924628832382,1,-0.2889711594923585
0.36875078408249884,1,2.2105858635794284
-0.9588826008289989,0,0.3181809237827108
0.8784503013072725,1,2.319291648283048
-0.049925910986252896,1,0.9238105376553059
-0.18486236354526056,0,0.3060756884724876
-0.6809295444039414,1,0.3965833089304343
1.2225413386740303,0,1.9135801964043735
-0.15452948206880215,1,-0.7050296698701652
-0.4283278221631072,0,-0.6782696258491321
-0.3521335504882296,1,-1.0225188355145813
0.5323091855533487,1,0.18078651821547398
0.36544406436407834,1,2.906217481305172
0.4127326115959884,1,2.4753710712484764
0.43082100300788273,1,0.8751765691215158
2.1416476008704612,0,0.21081462465547207
-0.4064150163846156,0,-3.2896608509493435
-0.5122427290715373,1,0.2967103088101356
-0.8137727282478777,1,3.0193968296491
0.6159794225754956,0,0.9276678095240439
1.1289722927208916,0,0.3436055481272239
-0.11394745765487507,1,1.623922243376406
-0.840156476962528,1,-0.9830835345644653
-0.8244812156912396,0,-0.9569083352506271
0.6505927878247011,0,0.6199517032754994
0.7432541712034423,0,0.5085026851417053
0.543154268305195,1,2.4753295363342365
-0.6655097072886943,0,-0.18776253959490313
0.23216132306671977,1,2.1040550765613726
0.11668580914072822,0,-0.5950236349181768
0.21868859672901295,0,1.0727662857937585
0.8714287779481898,1,3.576079969982543
0.22359554877468227,1,0.4587269193683331
0.6789135630718949,1,0.9054351947429563
0.06757906948889146,1,2.639847591911346
0.28911939868998415,1,1.289951532256927
0.6312882258385404,1,3.1588519727373896
-1.4571558198556664,1,-0.358260367776717
-0.31967121635730134,0,1.1993086031848703
-0.4703726542927955,0,-0.24481230662878423
-0.6388778482433419,1,0.9971265447280215
-0.27514225122668373,0,1.3446042206885573
1.4949413112343959,1,2.0841825715433453
-0.8658311156932432,1,-0.38378698847955295
0.9682783545914808,0,0.3260584756448303
-1.6828697716158048,1,0.3560381333504949
-0.33488502998577485,0,-1.8336670961691341
0.1627530651050056,1,2.017673354735126
0.5862223313592781,0,-0.06979345253032065
0.711226579792855,0,1.7167939245678476
0.7933472351999252,1,-0.5095825167405312
-0.3487250722484376,1,0.1844541670970813
-0.46235179266456716,0,-2.056349585365756
0.8579758812571538,1,1.1101512386417705
-0.1913043248816149,1,1.3446224412036512
-1.2756863233379219,0,-1.1997756841200926
-1.1332872140034806,1,0.08999265984920052
-0.9194522860016113,1,0.35525329981865017
0.49716074405376404,0,0.6011168358629546
0.14242573607056525,1,0.35540454691334444
0.6904853540677682,1,2.5092379241532656
-0.42725264633653426,1,1.5708638533162564
0.15853969107671423,1,1.7618696905174724
0.6255903939673367,1,2.3070057579251326
-0.3093465397202384,0,0.048940769032468745
0.45677523755741145,1,3.6504934927769965
-0.6619259410666513,0,-0.616634923905831
-0.3630538465650718,1,0.6524737044133658
-0.3817378939983291,0,-1.0589178955560412
-1.1958396455890397,0,-1.9889343870490686
0.4869724807855818,0,-0.8548938029726099
-0.46940234020272387,1,-0.014319185393097622
0.01249411872768743,0,-0.06068508666992137
0.48074665890590895,0,0.7188924556224416
0.4465311760299441,1,1.658366999376117
0.6653851089727862,1,1.0167728097485162
-0.09848548450942361,0,0.8213961764124244
-0.42329831204415375,1,1.6507740226656245
-0.07971821090639905,0,-0.22342287614713624
-1.6873344339580298,0,-2.002783691831136
-1.4471124724230873,1,0.6407379428913296
-1.3226996123544024,0,-0.8701861023974174
-0.9972468276014818,1,-0.995924721496233
0.3997742267234366,1,1.5018391253943444
-0.9054790553600608,1,0.7876525677863324
-0.3781625540393897,0,-1.2022248297192655
1.2992282977860654,1,2.479226031066296
-0.35626397106142593,1,-0.4898336621069299
0.7375155684670865,0,1.9261985547858402
-0.933617680009877,0,0.5010558410515301
-0.20543755786763002,0,-0.41686738059706874
-0.9500220549105812,1,0.8534366939106082
-0.3390330759005625,1,-1.431148426520325
0.8403081374573955,0,-0.48410115029941636
-1.7273204231923487,1,-0.42563525870600893
0.43442364354585733,1,0.5254058934098267
0.2377356023322779,1,2.154584964496481
-0.5941499556967944,0,1.5219765661905584
-1.4460578543884546,0,-2.3334610029400658
0.07212950771386951,0,-0.7797597979140971
-0.5294927090638024,1,1.0618542010588885
0.23267621135470395,1,3.047257117583384
0.02185214552344288,1,0.04510740387885126
1.6017788913209154,0,1.5304592353636743
-0.23935562747302427,0,1.6298143488346892
-1.023497492621865,0,-2.470557142276759
0.17927563495631615,1,0.11235130111922098
0.21999668397176517,0,-0.24760925928342611
1.3591875752404365,1,1.8167616473369386
0.8351112459145785,1,2.7306902844853074
0.35687105914950934,0,0.5271565671404456
1.4633028912195618,0,-0.6043197466664787
-1.188763054322851,0,-0.4356000405574699
-0.6397515327497477,1,0.16065988644455131
-0.9265759414055249,1,1.7831864638168191
-0.38980980315576796,0,-0.9394353789615341
-1.3766861475563088,0,-1.7379642011472827
0.6351509468144043,1,2.299252368256055
-0.22222269709877338,0,0.5851483246579179
-1.4708062945026579,0,-0.7285456716659227
-1.0155790812075416,0,-2.4980605823508415
0.3135138474501953,0,0.7888455178884073
0.8381265678943811,0,-0.3638067973588941
1.9967308916917865,1,3.082660824941693
2.9138624660073296,1,2.1573555374068034
0.4144094332759964,1,2.027849694163861
-0.9895381200318641,1,-0.348229400332864
-2.132046280731309,1,-1.738271674845569
0.2677114623438358,0,0.9279893063574681
-0.812941095310326,0,-0.40870835457150956
-0.41535726017968533,1,0.3037373904633546
-0.6120967990598081,0,0.9615014097732177
