x,treatment,y
-0.5947236978403764,0,-0.058275656266254416
0.630783487419836,1,2.097668863775726
1.0393541232237575,1,1.4536741691760273
1.0309217445385483,0,3.152370490905075
1.8178460987289433,1,3.23409099626739
-0.3851893808502385,0,0.6028724376366286
0.5441771887526803,0,0.093289398099686
-0.36622168185723664,1,0.950248225968536
-1.4248485130063353,1,0.9222785363616596
-0.7038591205388717,1,-0.14547840479681196
0.1361623384532617,1,1.6227389839476798
-0.9151747291399203,1,2.0250501243658183
-0.19147101971894068,1,0.7925468492268637
1.1202500757479104,1,2.3025969043233654
0.5704516907585605,1,0.5391576034523777
0.5723436551805909,0,0.601127566988636
0.34512242791942843,0,0.6346943137851916
-0.1752757919726442,1,1.1055444585332028
-1.867742907984139,0,-0.9784929168982458
0.9914585596358675,1,1.7096079860073914
-1.5066600744223568,0,-1.4140361929207625
0.21608504316221636,1,2.5192917388373957
-0.10839172496544125,1,2.0571475136110013
0.1372724260249292,0,0.41470944036249113
0.25233676853552633,0,1.9697415386465944
-0.33384257248018917,0,-0.290823545219824
0.9009835234430289,1,1.9066725278583276
-1.2851013197016634,1,0.931294509908697
0.7919045814471145,1,4.1912916184924764
-1.6919469283692645,1,-0.39740849596127104
1.1863323624397912,0,0.7046375375095996
-0.5089677788430257,1,0.6424101740945692
0.3740524211260804,0,-0.23167910849601503
1.5080552589573382,0,0.06311536132487294
-2.162682426982347,0,-1.0716734650280841
-0.31462817801197823,1,1.986003517838292
0.573498241215757,1,2.289196307847778
0.8992781221991692,0,1.1014850444886957
1.3582785284075283,1,1.9257269073968983
0.6061457288054009,0,1.1342556668939088
0.5141360357068666,1,1.941689912192282
0.1063379638618435,0,-0.5480292838282044
0.26556570443659167,0,0.4288812526431436
0.07098076750143006,0,-0.9300997187780484
0.9918099909518594,0,0.49301032064877276
0.15933383800886564,0,-0.6291595270159878
0.6688719814697719,1,2.5296918749825856
1.616138731584835,1,1.8728576391427312
1.1701846660515787,0,1.3554221153845263
-0.34412485596041004,0,-1.63441798332524
-0.10342659228173565,1,1.3675918031644936
0.7348236865569762,1,2.491774819501112
-0.6423035005046784,0,-0.5886586868268385
-1.8309186111419358,0,-2.255651613204737
-1.0114345080720917,0,-1.4679214141903911
0.5386567206127174,1,1.866170157032503
-0.21106057365786446,1,1.0427093336560493
-0.3569138003697271,0,-0.7375653684508123
0.7470687888737193,0,-0.8045201061825569
-1.0516975093361867,0,-2.285948210401007
2.2645049256275085,0,1.3555193000734573
0.0230375564818651,0,-0.8276957885996921
-0.3241790209463744,1,1.147704566357557
2.0369901103033285,1,3.509006469859515
-1.089018974622601,0,-0.861762984540616
-0.4972828238457539,0,-1.0435032243119902
-0.08944615314540644,1,0.8082553343243825
-0.960287912185924,0,-0.26480439599059113
-0.340113747176087,0,-1.9315237534459266
0.5826229407469505,1,2.4227309134876087
0.16938230109984248,1,2.0258375984413277
-0.048528331810538054,1,0.5874723700301682
0.9882505038165825,1,2.028114526517432
1.8865714196311545,0,1.483199663096897
1.5634673612356318,1,3.596518608361622
-2.09335821047072,0,-1.1207589339010662
1.3710492931711142,1,1.5968258537420366
0.7757242335178858,0,-2.5194139607143633
0.40799436496000613,0,2.266325515999262
-0.983174386232386,1,1.229088279233281
-0.45195066902798575,0,-0.9105519168130793
-0.20963631877887165,1,-0.5693964897816608
-1.3926365824435363,1,-0.4595710311516321
1.2341779304240124,1,1.0603470279016916
0.8906605576581846,0,1.9963785257535411
-0.013349239608598712,1,1.9338808619879546
-0.9480166267677115,0,-2.5614942466997785
1.3458677531896093,1,2.8442796441836626
0.6409924797459927,0,-0.047283610174070456
1.0631986853724484,1,2.3796047723474105
-0.4185880355624374,1,0.14620425833302098
2.39579768307788,1,1.1701395363328717
-0.13884913569959054,1,-0.5041824197173685
1.954754507805973,1,2.7186702811435572
-2.004913567480772,1,0.3925370854458917
0.3083009845177515,0,1.57082982556032
